Date;CLOSE
2013-10-18;985,0
2013-10-21;980,0
2013-10-22;967,0
2013-10-23;956,0
2013-10-24;938,0
2013-10-25;935,0
2013-10-28;936,0
2013-10-29;932,0
2013-10-30;933,0
2013-10-31;934,0
2013-11-01;952,0
2013-11-04;955,0
2013-11-05;953,0
2013-11-06;953,0
2013-11-07;951,0
2013-11-08;949,0
2013-11-11;950,0
2013-11-12;952,0
2013-11-13;957,0
2013-11-14;953,0
2013-11-15;951,0
2013-11-18;953,0
2013-11-19;957,0
2013-11-20;960,0
2013-11-21;956,0
2013-11-22;957,0
2013-11-25;957,0
2013-11-26;963,0
2013-11-27;959,0
2013-11-28;961,0
2013-11-29;965,0
2013-12-02;962,0
2013-12-03;960,0
2013-12-04;972,0
2013-12-05;968,0
2013-12-06;964,0
2013-12-09;965,0
2013-12-10;968,0
2013-12-11;964,0
2013-12-12;961,0
2013-12-13;945,0
2013-12-16;949,0
2013-12-17;942,0
2013-12-18;936,0
2013-12-19;937,0
2013-12-20;932,0
2013-12-23;908,0
2013-12-24;905,0
2013-12-25;905,0
2013-12-26;912,0
2013-12-27;923,0
2013-12-30;928,0
2013-12-31;921,0
2014-01-02;915,0
2014-01-03;899,0
2014-01-06;910,0
2014-01-07;910,0
2014-01-08;910,0
2014-01-09;909,0
2014-01-10;909,0
2014-01-13;907,0
2014-01-14;912,0
2014-01-15;912,0
2014-01-16;914,0
2014-01-17;909,0
2014-01-20;905,0
2014-01-21;889,0
2014-01-22;901,0
2014-01-23;904,0
2014-01-24;909,0
2014-01-27;881,0
2014-01-28;876,0
2014-01-29;876,0
2014-01-30;860,0
2014-02-07;836,0
2014-02-10;851,0
2014-02-11;856,0
2014-02-12;837,0
2014-02-13;837,0
2014-02-14;850,0
2014-02-17;837,0
2014-02-18;858,0
2014-02-19;861,0
2014-02-20;851,0
2014-02-21;848,0
2014-02-24;848,0
2014-02-25;848,0
2014-02-26;848,0
2014-02-27;848,0
2014-02-28;838,0
2014-03-03;838,0
2014-03-04;838,0
2014-03-05;838,0
2014-03-06;838,0
2014-03-07;838,0
2014-03-10;838,0
2014-03-11;838,0
