Data frequency,Train Ratio,Number of Forecasts,Steps Ahead,Resolution,ARIMA Specification,ANN Specification,Epochs,Activation Function,ANN Differences,Exogenous Differences,Scaler,Plot,Plot All,Exogenous Variable,ARIMA RMSEs,ARIMAX RMSEs,Random Walk RMSEs,ANN RMSEs,ANNX RMSEs,Combination RMSEs,CombinationX RMSEs
weekly,0.8,30,1,50,"(3, 1, 1)","(5, 4)",20,sigmoid,True,True,robust,False,False,"['IRON_CLOSE', 'COAL_CLOSE']",507.16,485.54,522.5,483.64,513.08,493.7,482.43
weekly,0.8,30,1,50,"(3, 1, 1)","(5, 5)",20,sigmoid,True,True,robust,False,False,"['IRON_CLOSE', 'COAL_CLOSE']",507.16,485.54,522.5,503.03,504.84,503.51,476.32
weekly,0.8,30,1,50,"(3, 1, 1)","(5, 6)",20,sigmoid,True,True,robust,False,False,"['IRON_CLOSE', 'COAL_CLOSE']",507.16,485.54,522.5,520.07,508.43,508.09,472.52
weekly,0.8,30,1,50,"(3, 1, 1)","(2, 2)",20,sigmoid,True,True,standard,False,False,"['IRON_CLOSE', 'COAL_CLOSE']",507.16,485.54,522.5,506.31,492.32,489.99,477.37
weekly,0.8,30,1,50,"(3, 1, 1)","(2, 3)",20,sigmoid,True,True,standard,False,False,"['IRON_CLOSE', 'COAL_CLOSE']",507.16,485.54,522.5,497.48,521.47,493.57,493.74
weekly,0.8,30,1,50,"(3, 1, 1)","(2, 4)",20,sigmoid,True,True,standard,False,False,"['IRON_CLOSE', 'COAL_CLOSE']",507.16,485.54,522.5,501.16,528.46,493.82,486.83
weekly,0.8,30,1,50,"(3, 1, 1)","(2, 5)",20,sigmoid,True,True,standard,False,False,"['IRON_CLOSE', 'COAL_CLOSE']",507.16,485.54,522.5,506.22,493.37,497.23,480.52
weekly,0.8,30,1,50,"(3, 1, 1)","(2, 6)",20,sigmoid,True,True,standard,False,False,"['IRON_CLOSE', 'COAL_CLOSE']",507.16,485.54,522.5,490.24,520.97,489.43,484.09
weekly,0.8,30,1,50,"(3, 1, 1)","(3, 2)",20,sigmoid,True,True,standard,False,False,"['IRON_CLOSE', 'COAL_CLOSE']",507.16,485.54,522.5,515.11,518.22,500.08,480.22
weekly,0.8,30,1,50,"(3, 1, 1)","(3, 3)",20,sigmoid,True,True,standard,False,False,"['IRON_CLOSE', 'COAL_CLOSE']",507.16,485.54,522.5,514.38,498.6,506.1,478.76
weekly,0.8,30,1,50,"(3, 1, 1)","(3, 4)",20,sigmoid,True,True,standard,False,False,"['IRON_CLOSE', 'COAL_CLOSE']",507.16,485.54,522.5,497.59,504.37,498.26,479.99
weekly,0.8,30,1,50,"(3, 1, 1)","(3, 5)",20,sigmoid,True,True,standard,False,False,"['IRON_CLOSE', 'COAL_CLOSE']",507.16,485.54,522.5,505.55,517.77,502.46,492.87
weekly,0.8,30,1,50,"(3, 1, 1)","(3, 6)",20,sigmoid,True,True,standard,False,False,"['IRON_CLOSE', 'COAL_CLOSE']",507.16,485.54,522.5,513.42,522.48,506.51,495.78
weekly,0.8,30,1,50,"(3, 1, 1)","(4, 2)",20,sigmoid,True,True,standard,False,False,"['IRON_CLOSE', 'COAL_CLOSE']",507.16,485.54,522.5,508.31,459.54,494.85,460.42
weekly,0.8,30,1,50,"(3, 1, 1)","(4, 3)",20,sigmoid,True,True,standard,False,False,"['IRON_CLOSE', 'COAL_CLOSE']",507.16,485.54,522.5,509.3,497.72,499.49,480.92
weekly,0.8,30,1,50,"(3, 1, 1)","(4, 4)",20,sigmoid,True,True,standard,False,False,"['IRON_CLOSE', 'COAL_CLOSE']",507.16,485.54,522.5,511.31,499.29,502.85,480.95
weekly,0.8,30,1,50,"(3, 1, 1)","(4, 5)",20,sigmoid,True,True,standard,False,False,"['IRON_CLOSE', 'COAL_CLOSE']",507.16,485.54,522.5,499.65,521.05,503.09,492.36
weekly,0.8,30,1,50,"(3, 1, 1)","(4, 6)",20,sigmoid,True,True,standard,False,False,"['IRON_CLOSE', 'COAL_CLOSE']",507.16,485.54,522.5,510.82,500.37,503.9,481.86
weekly,0.8,30,1,50,"(3, 1, 1)","(5, 2)",20,sigmoid,True,True,standard,False,False,"['IRON_CLOSE', 'COAL_CLOSE']",507.16,485.54,522.5,508.82,477.77,497.15,469.13
weekly,0.8,30,1,50,"(3, 1, 1)","(5, 3)",20,sigmoid,True,True,standard,False,False,"['IRON_CLOSE', 'COAL_CLOSE']",507.16,485.54,522.5,487.35,499.98,497.13,475.03
weekly,0.8,30,1,50,"(3, 1, 1)","(5, 4)",20,sigmoid,True,True,standard,False,False,"['IRON_CLOSE', 'COAL_CLOSE']",507.16,485.54,522.5,499.1,490.0,501.62,472.5
weekly,0.8,30,1,50,"(3, 1, 1)","(5, 5)",20,sigmoid,True,True,standard,False,False,"['IRON_CLOSE', 'COAL_CLOSE']",507.16,485.54,522.5,514.78,510.38,508.28,480.76
weekly,0.8,30,1,50,"(3, 1, 1)","(5, 6)",20,sigmoid,True,True,standard,False,False,"['IRON_CLOSE', 'COAL_CLOSE']",507.16,485.54,522.5,495.46,535.03,498.6,490.24
weekly,0.8,30,1,50,"(3, 1, 1)","(2, 2)",20,sigmoid,True,False,robust,False,False,"['IRON_CLOSE', 'COAL_CLOSE']",507.16,485.54,522.5,505.61,517.06,490.33,485.29
weekly,0.8,30,1,50,"(3, 1, 1)","(2, 3)",20,sigmoid,True,False,robust,False,False,"['IRON_CLOSE', 'COAL_CLOSE']",507.16,485.54,522.5,502.39,514.1,490.08,483.85
weekly,0.8,30,1,50,"(3, 1, 1)","(2, 4)",20,sigmoid,True,False,robust,False,False,"['IRON_CLOSE', 'COAL_CLOSE']",507.16,485.54,522.5,507.39,516.57,496.09,479.75
weekly,0.8,30,1,50,"(3, 1, 1)","(2, 5)",20,sigmoid,True,False,robust,False,False,"['IRON_CLOSE', 'COAL_CLOSE']",507.16,485.54,522.5,498.14,539.87,493.45,492.25
weekly,0.8,30,1,50,"(3, 1, 1)","(2, 6)",20,sigmoid,True,False,robust,False,False,"['IRON_CLOSE', 'COAL_CLOSE']",507.16,485.54,522.5,501.4,524.91,495.43,483.51
weekly,0.8,30,1,50,"(3, 1, 1)","(3, 2)",20,sigmoid,True,False,robust,False,False,"['IRON_CLOSE', 'COAL_CLOSE']",507.16,485.54,522.5,495.07,515.38,493.38,489.34
weekly,0.8,30,1,50,"(3, 1, 1)","(3, 3)",20,sigmoid,True,False,robust,False,False,"['IRON_CLOSE', 'COAL_CLOSE']",507.16,485.54,522.5,503.81,532.27,498.79,498.15
weekly,0.8,30,1,50,"(3, 1, 1)","(3, 4)",20,sigmoid,True,False,robust,False,False,"['IRON_CLOSE', 'COAL_CLOSE']",507.16,485.54,522.5,518.5,528.54,509.86,490.3
weekly,0.8,30,1,50,"(3, 1, 1)","(3, 5)",20,sigmoid,True,False,robust,False,False,"['IRON_CLOSE', 'COAL_CLOSE']",507.16,485.54,522.5,508.43,521.5,501.62,490.18
weekly,0.8,30,1,50,"(3, 1, 1)","(3, 6)",20,sigmoid,True,False,robust,False,False,"['IRON_CLOSE', 'COAL_CLOSE']",507.16,485.54,522.5,518.74,535.94,508.01,498.13
weekly,0.8,30,1,50,"(3, 1, 1)","(4, 2)",20,sigmoid,True,False,robust,False,False,"['IRON_CLOSE', 'COAL_CLOSE']",507.16,485.54,522.5,508.96,506.56,496.98,486.37
weekly,0.8,30,1,50,"(3, 1, 1)","(4, 3)",20,sigmoid,True,False,robust,False,False,"['IRON_CLOSE', 'COAL_CLOSE']",507.16,485.54,522.5,495.7,500.54,493.55,484.94
weekly,0.8,30,1,50,"(3, 1, 1)","(4, 4)",20,sigmoid,True,False,robust,False,False,"['IRON_CLOSE', 'COAL_CLOSE']",507.16,485.54,522.5,504.86,523.37,504.25,497.55
weekly,0.8,30,1,50,"(3, 1, 1)","(4, 5)",20,sigmoid,True,False,robust,False,False,"['IRON_CLOSE', 'COAL_CLOSE']",507.16,485.54,522.5,505.18,523.95,503.65,493.37
weekly,0.8,30,1,50,"(3, 1, 1)","(4, 6)",20,sigmoid,True,False,robust,False,False,"['IRON_CLOSE', 'COAL_CLOSE']",507.16,485.54,522.5,505.1,546.79,504.42,510.03
weekly,0.8,30,1,50,"(3, 1, 1)","(5, 2)",20,sigmoid,True,False,robust,False,False,"['IRON_CLOSE', 'COAL_CLOSE']",507.16,485.54,522.5,481.29,497.58,488.88,479.68
weekly,0.8,30,1,50,"(3, 1, 1)","(5, 3)",20,sigmoid,True,False,robust,False,False,"['IRON_CLOSE', 'COAL_CLOSE']",507.16,485.54,522.5,491.17,509.43,497.56,488.14
weekly,0.8,30,1,50,"(3, 1, 1)","(5, 4)",20,sigmoid,True,False,robust,False,False,"['IRON_CLOSE', 'COAL_CLOSE']",507.16,485.54,522.5,493.88,524.03,500.16,496.08
weekly,0.8,30,1,50,"(3, 1, 1)","(5, 5)",20,sigmoid,True,False,robust,False,False,"['IRON_CLOSE', 'COAL_CLOSE']",507.16,485.54,522.5,502.14,529.29,501.51,498.67
weekly,0.8,30,1,50,"(3, 1, 1)","(5, 6)",20,sigmoid,True,False,robust,False,False,"['IRON_CLOSE', 'COAL_CLOSE']",507.16,485.54,522.5,501.28,515.1,502.66,493.49
weekly,0.8,30,1,50,"(3, 1, 1)","(2, 2)",20,sigmoid,True,False,standard,False,False,"['IRON_CLOSE', 'COAL_CLOSE']",507.16,485.54,522.5,511.17,507.67,495.94,471.21
